1, none, minecraft:the_void, MONSTER, mna:lantern_wraith, 10, 1, 3
2332, taiga, biomesoplenty:forested_field, MONSTER, quark:toretoise, 50, 2, 4
2333, taiga, biomesoplenty:forested_field, CREATURE, minecraft:sheep, 12, 4, 4
2334, taiga, biomesoplenty:forested_field, CREATURE, minecraft:pig, 10, 4, 4
2335, taiga, biomesoplenty:forested_field, CREATURE, minecraft:chicken, 10, 4, 4
2336, taiga, biomesoplenty:forested_field, CREATURE, minecraft:cow, 10, 4, 4
2337, taiga, biomesoplenty:forested_field, CREATURE, minecraft:fox, 10, 2, 4
2338, taiga, biomesoplenty:forested_field, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2339, taiga, biomesoplenty:forested_field, AMBIENT, minecraft:bat, 10, 8, 8
2340, taiga, biomesoplenty:forested_field, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2341, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:spider, 50, 4, 4
2342, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:zombie, 50, 4, 4
2343, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
2344, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:skeleton, 50, 4, 4
2345, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:slime, 50, 4, 4
2346, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:enderman, 5, 1, 4
2347, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:witch, 5, 1, 1
2348, jungle, biomesoplenty:fungal_jungle, MONSTER, vampirism:vampire, 50, 1, 3
2349, jungle, biomesoplenty:fungal_jungle, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2350, jungle, biomesoplenty:fungal_jungle, MONSTER, creeperoverhaul:jungle_creeper, 50, 2, 2
2351, jungle, biomesoplenty:fungal_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 50, 2, 2
2352, jungle, biomesoplenty:fungal_jungle, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2353, jungle, biomesoplenty:fungal_jungle, MONSTER, graveyard:ghoul, 25, 2, 5
2354, jungle, biomesoplenty:fungal_jungle, MONSTER, graveyard:revenant, 25, 5, 8
2355, jungle, biomesoplenty:fungal_jungle, MONSTER, graveyard:reaper, 10, 2, 3
2356, jungle, biomesoplenty:fungal_jungle, MONSTER, graveyard:nightmare, 10, 1, 1
2357, jungle, biomesoplenty:fungal_jungle, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2358, jungle, biomesoplenty:fungal_jungle, MONSTER, graveyard:acolyte, 10, 2, 3
2359, jungle, biomesoplenty:fungal_jungle, MONSTER, mna:witch_hunter, 16, 1, 3
2360, jungle, biomesoplenty:fungal_jungle, MONSTER, mna:pixie, 16, 1, 3
2361, jungle, biomesoplenty:fungal_jungle, MONSTER, mna:hulking_zombie, 16, 1, 3
2362, jungle, biomesoplenty:fungal_jungle, MONSTER, mna:mushroom_soldier, 16, 1, 3
2363, jungle, biomesoplenty:fungal_jungle, MONSTER, mna:spell_breaker, 16, 1, 3
2364, jungle, biomesoplenty:fungal_jungle, MONSTER, mna:skeleton_assassin, 16, 1, 3
2365, jungle, biomesoplenty:fungal_jungle, MONSTER, player_mobs:player_mob, 50, 1, 4
2366, jungle, biomesoplenty:fungal_jungle, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2367, jungle, biomesoplenty:fungal_jungle, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2368, jungle, biomesoplenty:fungal_jungle, MONSTER, quark:stoneling, 50, 1, 1
2369, jungle, biomesoplenty:fungal_jungle, MONSTER, quark:toretoise, 50, 2, 4
2370, jungle, biomesoplenty:fungal_jungle, CREATURE, minecraft:sheep, 12, 4, 4
2371, jungle, biomesoplenty:fungal_jungle, CREATURE, minecraft:pig, 10, 4, 4
2372, jungle, biomesoplenty:fungal_jungle, CREATURE, minecraft:chicken, 10, 4, 4
2373, jungle, biomesoplenty:fungal_jungle, CREATURE, minecraft:cow, 10, 4, 4
2374, jungle, biomesoplenty:fungal_jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
2375, jungle, biomesoplenty:fungal_jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
2376, jungle, biomesoplenty:fungal_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2377, jungle, biomesoplenty:fungal_jungle, AMBIENT, minecraft:bat, 10, 8, 8
2378, jungle, biomesoplenty:fungal_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2379, plains, biomesoplenty:grassland, MONSTER, minecraft:spider, 50, 4, 4
2380, plains, biomesoplenty:grassland, MONSTER, minecraft:zombie, 50, 4, 4
2381, plains, biomesoplenty:grassland, MONSTER, minecraft:zombie_villager, 10, 1, 1
2382, plains, biomesoplenty:grassland, MONSTER, minecraft:skeleton, 50, 4, 4
2383, plains, biomesoplenty:grassland, MONSTER, minecraft:creeper, 50, 4, 4
2384, plains, biomesoplenty:grassland, MONSTER, minecraft:slime, 50, 4, 4
2385, plains, biomesoplenty:grassland, MONSTER, minecraft:enderman, 5, 1, 4
2386, plains, biomesoplenty:grassland, MONSTER, minecraft:witch, 5, 1, 1
2387, plains, biomesoplenty:grassland, MONSTER, vampirism:vampire, 50, 1, 3
2388, plains, biomesoplenty:grassland, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2389, plains, biomesoplenty:grassland, MONSTER, graveyard:ghoul, 25, 2, 5
2390, plains, biomesoplenty:grassland, MONSTER, graveyard:revenant, 25, 5, 8
2391, plains, biomesoplenty:grassland, MONSTER, graveyard:reaper, 10, 2, 3
2392, plains, biomesoplenty:grassland, MONSTER, graveyard:nightmare, 10, 1, 1
2393, plains, biomesoplenty:grassland, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2394, plains, biomesoplenty:grassland, MONSTER, graveyard:acolyte, 10, 2, 3
2395, plains, biomesoplenty:grassland, MONSTER, mna:witch_hunter, 16, 1, 3
2396, plains, biomesoplenty:grassland, MONSTER, mna:pixie, 16, 1, 3
2397, plains, biomesoplenty:grassland, MONSTER, mna:hulking_zombie, 16, 1, 3
2398, plains, biomesoplenty:grassland, MONSTER, mna:mushroom_soldier, 16, 1, 3
2399, plains, biomesoplenty:grassland, MONSTER, mna:spell_breaker, 16, 1, 3
2400, plains, biomesoplenty:grassland, MONSTER, mna:skeleton_assassin, 16, 1, 3
2401, plains, biomesoplenty:grassland, MONSTER, player_mobs:player_mob, 50, 1, 4
2402, plains, biomesoplenty:grassland, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2403, plains, biomesoplenty:grassland, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2404, plains, biomesoplenty:grassland, MONSTER, quark:stoneling, 50, 1, 1
2405, plains, biomesoplenty:grassland, MONSTER, quark:toretoise, 50, 2, 4
2406, plains, biomesoplenty:grassland, CREATURE, minecraft:sheep, 12, 4, 4
2407, plains, biomesoplenty:grassland, CREATURE, minecraft:pig, 10, 4, 4
2408, plains, biomesoplenty:grassland, CREATURE, minecraft:chicken, 10, 4, 4
2409, plains, biomesoplenty:grassland, CREATURE, minecraft:cow, 10, 4, 4
2410, plains, biomesoplenty:grassland, CREATURE, minecraft:horse, 10, 2, 6
2411, plains, biomesoplenty:grassland, CREATURE, minecraft:donkey, 10, 1, 3
2412, plains, biomesoplenty:grassland, CREATURE, elwms:elwms, 10, 2, 3
2413, plains, biomesoplenty:grassland, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
2414, plains, biomesoplenty:grassland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
2415, plains, biomesoplenty:grassland, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2416, plains, biomesoplenty:grassland, AMBIENT, minecraft:bat, 10, 8, 8
2417, plains, biomesoplenty:grassland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2418, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:spider, 50, 4, 4
2419, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:zombie, 50, 4, 4
2420, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:zombie_villager, 10, 1, 1
2421, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:skeleton, 50, 4, 4
2422, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:slime, 50, 4, 4
2423, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:enderman, 5, 1, 4
2424, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:witch, 5, 1, 1
2425, extreme_hills, biomesoplenty:highland, MONSTER, vampirism:vampire, 50, 1, 3
2426, extreme_hills, biomesoplenty:highland, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2427, extreme_hills, biomesoplenty:highland, MONSTER, creeperoverhaul:hills_creeper, 50, 2, 2
2428, extreme_hills, biomesoplenty:highland, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2429, extreme_hills, biomesoplenty:highland, MONSTER, graveyard:ghoul, 25, 2, 5
2430, extreme_hills, biomesoplenty:highland, MONSTER, graveyard:revenant, 25, 5, 8
2431, extreme_hills, biomesoplenty:highland, MONSTER, graveyard:reaper, 10, 2, 3
2432, extreme_hills, biomesoplenty:highland, MONSTER, graveyard:nightmare, 10, 1, 1
2433, extreme_hills, biomesoplenty:highland, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2434, extreme_hills, biomesoplenty:highland, MONSTER, graveyard:acolyte, 10, 2, 3
2435, extreme_hills, biomesoplenty:highland, MONSTER, mna:witch_hunter, 16, 1, 3
2436, extreme_hills, biomesoplenty:highland, MONSTER, mna:pixie, 16, 1, 3
2437, extreme_hills, biomesoplenty:highland, MONSTER, mna:hulking_zombie, 16, 1, 3
2438, extreme_hills, biomesoplenty:highland, MONSTER, mna:mushroom_soldier, 16, 1, 3
2439, extreme_hills, biomesoplenty:highland, MONSTER, mna:spell_breaker, 16, 1, 3
2440, extreme_hills, biomesoplenty:highland, MONSTER, mna:skeleton_assassin, 16, 1, 3
2441, extreme_hills, biomesoplenty:highland, MONSTER, player_mobs:player_mob, 50, 1, 4
2442, extreme_hills, biomesoplenty:highland, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2443, extreme_hills, biomesoplenty:highland, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2444, extreme_hills, biomesoplenty:highland, MONSTER, quark:stoneling, 50, 1, 1
2445, extreme_hills, biomesoplenty:highland, MONSTER, quark:toretoise, 50, 2, 4
2446, extreme_hills, biomesoplenty:highland, CREATURE, minecraft:sheep, 12, 4, 4
2447, extreme_hills, biomesoplenty:highland, CREATURE, minecraft:pig, 10, 4, 4
2448, extreme_hills, biomesoplenty:highland, CREATURE, minecraft:chicken, 10, 4, 4
2449, extreme_hills, biomesoplenty:highland, CREATURE, minecraft:cow, 10, 4, 4
2450, extreme_hills, biomesoplenty:highland, CREATURE, minecraft:goat, 10, 4, 6
2451, extreme_hills, biomesoplenty:highland, CREATURE, elwms:elwms, 10, 2, 3
2452, extreme_hills, biomesoplenty:highland, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
2453, extreme_hills, biomesoplenty:highland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
2454, extreme_hills, biomesoplenty:highland, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2455, extreme_hills, biomesoplenty:highland, CREATURE, quark:shiba, 40, 1, 3
2456, extreme_hills, biomesoplenty:highland, AMBIENT, minecraft:bat, 10, 8, 8
2457, extreme_hills, biomesoplenty:highland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2458, extreme_hills, biomesoplenty:highland_moor, MONSTER, minecraft:spider, 50, 4, 4
2459, extreme_hills, biomesoplenty:highland_moor, MONSTER, minecraft:zombie, 50, 4, 4
2460, extreme_hills, biomesoplenty:highland_moor, MONSTER, minecraft:zombie_villager, 10, 1, 1
2461, extreme_hills, biomesoplenty:highland_moor, MONSTER, minecraft:skeleton, 50, 4, 4
2462, extreme_hills, biomesoplenty:highland_moor, MONSTER, minecraft:slime, 50, 4, 4
2463, extreme_hills, biomesoplenty:highland_moor, MONSTER, minecraft:enderman, 5, 1, 4
2464, extreme_hills, biomesoplenty:highland_moor, MONSTER, minecraft:witch, 5, 1, 1
2465, extreme_hills, biomesoplenty:highland_moor, MONSTER, vampirism:vampire, 50, 1, 3
2466, extreme_hills, biomesoplenty:highland_moor, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2467, extreme_hills, biomesoplenty:highland_moor, MONSTER, creeperoverhaul:hills_creeper, 50, 2, 2
2468, extreme_hills, biomesoplenty:highland_moor, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2469, extreme_hills, biomesoplenty:highland_moor, MONSTER, graveyard:ghoul, 25, 2, 5
2470, extreme_hills, biomesoplenty:highland_moor, MONSTER, graveyard:revenant, 25, 5, 8
2471, extreme_hills, biomesoplenty:highland_moor, MONSTER, graveyard:reaper, 10, 2, 3
2472, extreme_hills, biomesoplenty:highland_moor, MONSTER, graveyard:nightmare, 10, 1, 1
2473, extreme_hills, biomesoplenty:highland_moor, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2474, extreme_hills, biomesoplenty:highland_moor, MONSTER, graveyard:acolyte, 10, 2, 3
2475, extreme_hills, biomesoplenty:highland_moor, MONSTER, mna:witch_hunter, 16, 1, 3
2476, extreme_hills, biomesoplenty:highland_moor, MONSTER, mna:pixie, 16, 1, 3
2477, extreme_hills, biomesoplenty:highland_moor, MONSTER, mna:hulking_zombie, 16, 1, 3
2478, extreme_hills, biomesoplenty:highland_moor, MONSTER, mna:mushroom_soldier, 16, 1, 3
2479, extreme_hills, biomesoplenty:highland_moor, MONSTER, mna:spell_breaker, 16, 1, 3
2480, extreme_hills, biomesoplenty:highland_moor, MONSTER, mna:skeleton_assassin, 16, 1, 3
2481, extreme_hills, biomesoplenty:highland_moor, MONSTER, player_mobs:player_mob, 50, 1, 4
2482, extreme_hills, biomesoplenty:highland_moor, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2483, extreme_hills, biomesoplenty:highland_moor, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2484, extreme_hills, biomesoplenty:highland_moor, MONSTER, quark:stoneling, 50, 1, 1
2485, extreme_hills, biomesoplenty:highland_moor, MONSTER, quark:toretoise, 50, 2, 4
2486, extreme_hills, biomesoplenty:highland_moor, CREATURE, minecraft:sheep, 12, 4, 4
2487, extreme_hills, biomesoplenty:highland_moor, CREATURE, minecraft:pig, 10, 4, 4
2488, extreme_hills, biomesoplenty:highland_moor, CREATURE, minecraft:chicken, 10, 4, 4
2489, extreme_hills, biomesoplenty:highland_moor, CREATURE, minecraft:cow, 10, 4, 4
2490, extreme_hills, biomesoplenty:highland_moor, CREATURE, minecraft:goat, 10, 4, 6
2491, extreme_hills, biomesoplenty:highland_moor, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
2492, extreme_hills, biomesoplenty:highland_moor, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
2493, extreme_hills, biomesoplenty:highland_moor, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2494, extreme_hills, biomesoplenty:highland_moor, CREATURE, quark:shiba, 40, 1, 3
2495, extreme_hills, biomesoplenty:highland_moor, CREATURE, quark:frog, 40, 1, 3
2496, extreme_hills, biomesoplenty:highland_moor, AMBIENT, minecraft:bat, 10, 8, 8
2497, extreme_hills, biomesoplenty:highland_moor, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2498, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:spider, 50, 4, 4
2499, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:zombie, 50, 4, 4
2500, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:zombie_villager, 10, 1, 1
2501, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:skeleton, 50, 4, 4
2502, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:slime, 50, 4, 4
2503, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:enderman, 5, 1, 4
2504, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:witch, 5, 1, 1
2505, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, vampirism:vampire, 50, 1, 3
2506, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2507, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, creeperoverhaul:hills_creeper, 50, 2, 2
2508, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2509, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, graveyard:ghoul, 25, 2, 5
2510, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, graveyard:revenant, 25, 5, 8
2511, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, graveyard:reaper, 10, 2, 3
2512, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, graveyard:nightmare, 10, 1, 1
2513, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2514, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, graveyard:acolyte, 10, 2, 3
2515, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, mna:witch_hunter, 16, 1, 3
2516, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, mna:pixie, 16, 1, 3
2517, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, mna:hulking_zombie, 16, 1, 3
2518, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, mna:mushroom_soldier, 16, 1, 3
2519, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, mna:spell_breaker, 16, 1, 3
2520, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, mna:skeleton_assassin, 16, 1, 3
2521, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, player_mobs:player_mob, 50, 1, 4
2522, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2523, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2524, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, quark:stoneling, 50, 1, 1
2525, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, quark:toretoise, 50, 2, 4
2526, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, minecraft:sheep, 12, 4, 4
2527, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, minecraft:pig, 10, 4, 4
2528, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, minecraft:chicken, 10, 4, 4
2529, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, minecraft:cow, 10, 4, 4
2530, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
2531, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
2532, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2533, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, quark:shiba, 40, 1, 3
2534, extreme_hills, biomesoplenty:jade_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
2535, extreme_hills, biomesoplenty:jade_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2536, plains, biomesoplenty:lavender_field, MONSTER, minecraft:spider, 50, 4, 4
2537, plains, biomesoplenty:lavender_field, MONSTER, minecraft:zombie, 50, 4, 4
2538, plains, biomesoplenty:lavender_field, MONSTER, minecraft:zombie_villager, 10, 1, 1
2539, plains, biomesoplenty:lavender_field, MONSTER, minecraft:skeleton, 50, 4, 4
2540, plains, biomesoplenty:lavender_field, MONSTER, minecraft:creeper, 50, 4, 4
2541, plains, biomesoplenty:lavender_field, MONSTER, minecraft:slime, 50, 4, 4
2542, plains, biomesoplenty:lavender_field, MONSTER, minecraft:enderman, 5, 1, 4
2543, plains, biomesoplenty:lavender_field, MONSTER, minecraft:witch, 5, 1, 1
2544, plains, biomesoplenty:lavender_field, MONSTER, vampirism:vampire, 50, 1, 3
2545, plains, biomesoplenty:lavender_field, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2546, plains, biomesoplenty:lavender_field, MONSTER, graveyard:ghoul, 25, 2, 5
2547, plains, biomesoplenty:lavender_field, MONSTER, graveyard:revenant, 25, 5, 8
2548, plains, biomesoplenty:lavender_field, MONSTER, graveyard:reaper, 10, 2, 3
2549, plains, biomesoplenty:lavender_field, MONSTER, graveyard:nightmare, 10, 1, 1
2550, plains, biomesoplenty:lavender_field, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2551, plains, biomesoplenty:lavender_field, MONSTER, graveyard:acolyte, 10, 2, 3
2552, plains, biomesoplenty:lavender_field, MONSTER, mna:witch_hunter, 16, 1, 3
2553, plains, biomesoplenty:lavender_field, MONSTER, mna:pixie, 16, 1, 3
2554, plains, biomesoplenty:lavender_field, MONSTER, mna:hulking_zombie, 16, 1, 3
2555, plains, biomesoplenty:lavender_field, MONSTER, mna:mushroom_soldier, 16, 1, 3
2556, plains, biomesoplenty:lavender_field, MONSTER, mna:spell_breaker, 16, 1, 3
2557, plains, biomesoplenty:lavender_field, MONSTER, mna:skeleton_assassin, 16, 1, 3
2558, plains, biomesoplenty:lavender_field, MONSTER, player_mobs:player_mob, 50, 1, 4
2559, plains, biomesoplenty:lavender_field, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2560, plains, biomesoplenty:lavender_field, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2561, plains, biomesoplenty:lavender_field, MONSTER, quark:stoneling, 50, 1, 1
2562, plains, biomesoplenty:lavender_field, MONSTER, quark:toretoise, 50, 2, 4
2563, plains, biomesoplenty:lavender_field, CREATURE, minecraft:sheep, 12, 4, 4
2564, plains, biomesoplenty:lavender_field, CREATURE, minecraft:pig, 10, 4, 4
2565, plains, biomesoplenty:lavender_field, CREATURE, minecraft:chicken, 10, 4, 4
2566, plains, biomesoplenty:lavender_field, CREATURE, minecraft:cow, 10, 4, 4
2567, plains, biomesoplenty:lavender_field, CREATURE, elwms:elwms, 10, 2, 3
2568, plains, biomesoplenty:lavender_field, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
2569, plains, biomesoplenty:lavender_field, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
2570, plains, biomesoplenty:lavender_field, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2571, plains, biomesoplenty:lavender_field, AMBIENT, minecraft:bat, 10, 8, 8
2572, plains, biomesoplenty:lavender_field, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2573, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:spider, 50, 4, 4
2574, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:zombie, 50, 4, 4
2575, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
2576, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:skeleton, 50, 4, 4
2577, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:creeper, 50, 4, 4
2578, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:slime, 50, 4, 4
2579, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:enderman, 5, 1, 4
2580, plains, biomesoplenty:lavender_forest, MONSTER, minecraft:witch, 5, 1, 1
2581, plains, biomesoplenty:lavender_forest, MONSTER, vampirism:vampire, 50, 1, 3
2582, plains, biomesoplenty:lavender_forest, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2583, plains, biomesoplenty:lavender_forest, MONSTER, graveyard:ghoul, 25, 2, 5
2584, plains, biomesoplenty:lavender_forest, MONSTER, graveyard:revenant, 25, 5, 8
2585, plains, biomesoplenty:lavender_forest, MONSTER, graveyard:reaper, 10, 2, 3
